"名称","種別","所在地","新指定年月日"
"鹿児島県のソテツ自生地","特別天然記念物","鹿児島県山川町・坊津町・佐多町・内之浦町",23/03/07
"ヒガンザクラ自生南限地","天然記念物","鹿児島県吉松町",23/03/07
"指宿橋牟礼川遺跡","史跡","鹿児島県指宿市",24/12/09
"屋久島スギ原始林","特別天然記念物","鹿児島県上屋久町・屋久町",24/12/09
"川内川のチスジノリ発生地","天然記念物","鹿児島県菱刈町",24/12/09
"城山","天然記念物・史跡","鹿児島県鹿児島市",31/06/03
"佐多旧薬園","史跡","鹿児島県佐多町",32/10/19
"唐仁古墳群","史跡","鹿児島県東串良町",34/01/22
"桂菴墓","史跡","鹿児島県鹿児島市",36/09/03
"南浦文之墓","史跡","鹿児島県加治木町",36/09/03
"栗野町ハナショウブ自生南限地帯","天然記念物","鹿児島県栗野町",38/12/14
"塚崎のクス","天然記念物","鹿児島県高山町",40/02/10
"藤川天神の臥竜梅","天然記念物","鹿児島県東郷町",41/10/03
"志布志の大クス","天然記念物","鹿児島県志布志町",41/11/13
"横瀬古墳","史跡","鹿児島県大崎町",43/09/08
"薩摩国分寺跡","史跡","鹿児島県川内市",44/11/13
"永利のオガタマノキ","天然記念物","鹿児島県川内市",44/11/13
"塚崎古墳群","史跡","鹿児島県高山町",45/02/22
"高山城跡","史跡","鹿児島県高山町",45/02/22
"仙巌園附花倉御仮屋庭園","名勝","鹿児島県鹿児島市",58/05/15
"旧集成館","史跡","鹿児島県鹿児島市",59/02/25
"鹿児島紡績所技師館(異人館)","史跡","鹿児島県鹿児島市",59/02/25
"稲尾岳","天然記念物","鹿児島県佐多町・田代町・内之浦町",67/07/06
"神屋・湯湾岳","天然記念物","鹿児島県住用村・宇検村・大和村",68/11/08
"知覧麓庭園","名勝","鹿児島県知覧町",81/02/23
"宇宿貝塚","史跡","鹿児島県笠利町",86/10/07
"知覧城跡","史跡","鹿児島県知覧町",93/05/07
"栫ノ原遺跡","史跡","鹿児島県加世田市",97/03/11
"上野原遺跡","史跡","鹿児島県国分市",99/01/14
"坊津","名勝","鹿児島県坊津町",01/01/29
"宇佐浜遺跡","史跡","沖縄県国頭村",72/05/15
"今帰仁城跡","史跡","沖縄県今帰仁村",72/05/15
"伊波貝塚","史跡","沖縄県石川市",72/05/15
"座喜味城跡","史跡","沖縄県読谷村",72/05/15
"安慶名城跡","史跡","沖縄県具志川市",72/05/15
"勝連城跡","史跡","沖縄県勝連村",72/05/15
"荻堂貝塚","史跡","沖縄県北中城村",72/05/15
"中城城跡","史跡","沖縄県北中城村・中城村",72/05/15
"大山貝塚","史跡","沖縄県宜野湾市",72/05/15
"首里城跡","史跡","沖縄県那覇市",72/05/15
"円覚寺跡","史跡","沖縄県那覇市",72/05/15
"玉陵","史跡","沖縄県那覇市",72/05/15
"末吉宮跡","史跡","沖縄県那覇市",72/05/15
"斎場御嶽","史跡","沖縄県知念村",72/05/15
"知念城跡","史跡","沖縄県知念村",72/05/15
"糸数城跡","史跡","沖縄県玉城村",72/05/15
"具志川城跡","史跡","沖縄県糸満市",72/05/15
"川平貝塚","史跡","沖縄県石垣市",72/05/15
"宮良殿内庭園","名勝","沖縄県石垣市",72/05/15
"安波のタナガーグムイの植物群落","天然記念物","沖縄県国頭村",72/05/15
"与那覇岳天然保護区域","天然記念物","沖縄県国頭村",72/05/15
"田港御願の植物群落","天然記念物","沖縄県大宜味村",72/05/15
"慶佐次湾のヒルギ林","天然記念物","沖縄県東村",72/05/15
"諸志御嶽の植物群落","天然記念物","沖縄県今帰仁村",72/05/15
"塩川","天然記念物","沖縄県本部町",72/05/15
"識名園のシマチスジノリ発生地","天然記念物","沖縄県那覇市",72/05/15
"首里金城の大アカギ","天然記念物","沖縄県那覇市",72/05/15
"ケラマジカおよびその生息地","天然記念物","沖縄県座間味村",72/05/15
"平久保のヤエヤマシタン","天然記念物","沖縄県石垣市",72/05/15
"米原のヤエヤマヤシ群落","天然記念物","沖縄県石垣市",72/05/15
"荒川のカンヒザクラ自生地","天然記念物","沖縄県石垣市",72/05/15
"宮良川のヒルギ林","天然記念物","沖縄県石垣市",72/05/15
"星立天然保護区域","天然記念物","沖縄県竹富町",72/05/15
"船浦のニッパヤシ群落","天然記念物","沖縄県竹富町",72/05/15
"仲間川天然保護区域","天然記念物","沖縄県竹富町",72/05/15
"仲の神島海鳥繁殖地","天然記念物","沖縄県竹富町",72/05/15
"ウブンドルのヤエヤマヤシ群落","天然記念物","沖縄県竹富町",72/05/15
"長幕崖壁及び崖錐の特殊植物群落","天然記念物","沖縄県北大東村",75/03/18
"南大東島東海岸植物群落","天然記念物","沖縄県南大東村",75/03/18
"大池のオヒルギ群落","天然記念物","沖縄県南大東村",75/03/18
"仲泊遺跡","史跡","沖縄県恩納村",75/04/07
"具志川城跡","史跡","沖縄県具志川村",75/12/10
"識名園","特別名勝","沖縄県那覇市",76/01/30
"フルスト原遺跡","史跡","沖縄県石垣市",78/03/03
"古見のサキシマスオウノキ群落","天然記念物","沖縄県竹富町",78/03/22
"木綿原遺跡","史跡","沖縄県読谷村",78/11/15
"石垣氏庭園","名勝","沖縄県石垣市",83/10/27
"具志原貝塚","史跡","沖縄県伊江村",86/06/09
"伊江殿内庭園","名勝","沖縄県那覇市",86/06/16
"仲原遺跡","史跡","沖縄県与那城村",86/08/16
"玉城城跡","史跡","沖縄県玉城村",87/08/21
"浦添城跡","史跡","沖縄県浦添市",89/08/11
"大和井","史跡","沖縄県平良市",92/12/18
"久米の五枝のマツ","天然記念物","沖縄県具志川村",97/07/28
"名護のひんぷんガジュマル","天然記念物","沖縄県名護市",97/09/02
"川平湾及び於茂登岳","名勝","沖縄県石垣市",97/09/11
"ハマナス自生南限地帯","天然記念物","鳥取県・茨城県",22/03/08
"白馬連山高山植物帯","特別天然記念物","長野県・新潟県・富山県",22/10/12
"ツバキ自生北限地帯","天然記念物","青森県・秋田県",22/10/12
"カササギ生息地","天然記念物","福岡県・佐賀県",23/03/07
"ヒトツバタゴ自生地","天然記念物","愛知県・岐阜県",23/03/07
"ノカイドウ自生地","天然記念物","鹿児島県・宮崎県",23/03/07
"エヒメアヤメ自生南限地帯","天然記念物","愛媛県・山口県・佐賀県・宮崎県",25/10/08
"ヘゴ自生南限地帯","天然記念物","東京都・長崎県・鹿児島県・宮崎県",26/10/27
"瀞八丁","特別名勝・天然記念物","和歌山県・三重県・奈良県",28/03/24
"十和田湖および奥入瀬渓流","特別名勝・天然記念物","青森県・秋田県",28/04/12
"比叡山鳥類繁殖地","天然記念物","京都府・滋賀県",30/10/03
"木曽川","名勝","岐阜県・愛知県",31/05/11
"延暦寺境内","史跡","滋賀県・京都府",34/03/13
"基肄(椽)城跡","特別史跡","佐賀県・福岡県",37/12/21
"鷹巣山","天然記念物","福岡県・大分県",41/08/01
"横山楡原衝上断層","天然記念物","富山県・岐阜県",41/10/03
"富士山","特別名勝","山梨県・静岡県",52/10/07
"尾瀬","特別天然記念物","福島県・群馬県・新潟県",56/08/09
"三波石峡","名勝・天然記念物","群馬県・埼玉県",57/07/03
"犬ヶ岳ツクシシャクナゲ自生地","天然記念物","福岡県・大分県",65/06/04
"近松門左衛門墓","史跡","大阪府・兵庫県",66/09/02
"歌姫瓦窯跡","史跡","奈良県・京都府",76/04/15
"イヌワシ繁殖地","天然記念物","岩手県・宮城県",76/12/22
"出羽仙台街道中山越","史跡","宮城県・山形県",90/02/22
"三嶺・天狗塚のミヤマクマザサ及びコメツツジ群落","天然記念物","徳島県・高知県",94/09/01
"朝鮮通信使遺跡　鞆福禅寺境内　牛窓本蓮寺境内　興津清見寺境内","史跡","広島県・岡山県・福岡県",94/10/11
"琵琶湖疏水","史跡","滋賀県・京都府",96/06/19
"石のカラト古墳","史跡","京都府・奈良県",96/07/16
"玄蕃尾城（内中尾山城）跡","史跡","福井県・滋賀県",99/07/13
"三井三池炭坑跡宮原坑跡・万田坑跡","史跡","福岡県・熊本県",00/01/19
"ルリカケス","天然記念物","鹿児島県",21/03/03
"アマミノクロウサギ","特別天然記念物","鹿児島県",21/03/03
"ライチョウ","特別天然記念物","富山県・長野県・岐阜県・新潟県・山梨県",23/03/07
"土佐のオナガドリ","特別天然記念物","高知県",23/03/07
"秋田犬","天然記念物","秋田県",31/07/31
"甲斐犬","天然記念物","山梨県",34/01/22
"カモシカ","特別天然記念物","２９都府県",34/05/01
"紀州犬","天然記念物","和歌山県・三重県",34/05/01
"トキ","特別天然記念物","新潟県",34/12/28
"越の犬","天然記念物","定めず",34/12/28
"タンチョウ","特別天然記念物","北海道",35/08/27
"東天紅鶏","天然記念物","高知県",36/09/03
"柴犬","天然記念物","岐阜県・富山県・長野県",36/12/16
"土佐犬","天然記念物","高知県",37/06/15
"鶉矮鶏","天然記念物","高知県",37/06/15
"蓑曳矮鶏","天然記念物","高知県",37/06/15
"北海道犬","天然記念物","北海道",37/12/21
"声良鶏","天然記念物","秋田県・青森県・岩手県",37/12/21
"蜀鶏","天然記念物","新潟県",39/09/07
"蓑曳鶏","天然記念物","愛知県・静岡県",40/08/30
"地鶏","天然記念物","三重県・岐阜県・高知県・岩手県",41/01/27
"小国鶏","天然記念物","京都府・三重県・滋賀県",41/01/27
"軍鶏","天然記念物","６都県",41/08/01
"矮鶏","天然記念物","８都県",41/08/01
"比内鶏","天然記念物","秋田県",42/07/21
"烏骨鶏","天然記念物","６都県",42/07/21
"河内奴鶏","天然記念物","三重県",43/08/24
"薩摩鶏","天然記念物","鹿児島県",43/08/24
"地頭鶏","天然記念物","鹿児島県",43/08/24
"オオサンショウウオ","特別天然記念物","８県",51/06/09
"黒柏鶏","天然記念物","島根県・山口県",51/06/09
"コウノトリ","特別天然記念物","兵庫県・福井県",53/03/31
"越ヶ谷のシラコバト","天然記念物","埼玉県",56/01/14
"奈良のシカ","天然記念物","奈良県",57/09/18
"アホウドリ","特別天然記念物","東京都・沖縄県",58/04/25
"カワウソ","特別天然記念物","愛媛県・高知県",64/06/27
"ウスバキチョウ","天然記念物","北海道",65/05/12
"ダイセツタカネヒカゲ","天然記念物","北海道",65/05/12
"アサヒヒョウモン","天然記念物","北海道",65/05/12
"クマゲラ","天然記念物","北海道・青森県・秋田県",65/05/12
"イヌワシ","天然記念物","北海道",65/05/12
"カラフトルリシジミ","天然記念物","北海道",67/05/02
"アカガシラカラスバト","天然記念物","東京都",69/04/12
"オガサワラオオコウモリ","天然記念物","東京都",69/04/12
"メグロ","特別天然記念物","東京都",69/04/12
"オガサワラシジミ","天然記念物","東京都",69/04/12
"シマアカネ","天然記念物","東京都",69/04/12
"オガサワラトンボ","天然記念物","東京都",69/04/12
"オガサワライトトンボ","天然記念物","東京都",69/04/12
"ハナダカトンボ","天然記念物","東京都",69/04/12
"オガサワラタマムシ","天然記念物","東京都",69/04/12
"オジロワシ","天然記念物","北海道",70/01/23
"オオワシ","天然記念物","北海道",70/01/23
"アカヒゲ","天然記念物","鹿児島県・沖縄県",70/01/23
"小笠原諸島産陸貝","天然記念物","東京都",70/11/12
"オガサワラセスジゲンゴロウ","天然記念物","東京都",70/11/12
"オガサワラアメンボ","天然記念物","東京都",70/11/12
"オガサワラクマバチ","天然記念物","東京都",70/11/12
"オガサワラゼミ","天然記念物","東京都",70/11/12
"カサガイ","天然記念物","東京都",70/11/12
"オカヤドカリ","天然記念物","東京都・沖縄県",70/11/12
"オーストンオオアカゲラ","天然記念物","鹿児島県",71/05/19
"エゾシマフクロウ","天然記念物","北海道",71/05/19
"オオトラツグミ","天然記念物","鹿児島県",71/05/19
"オガサワラノスリ","天然記念物","東京都",71/05/19
"カラスバト","天然記念物","三重県・和歌山県・長崎県・鹿児島県",71/05/19
"コクガン","天然記念物","北海道・青森県・秋田県",71/05/19
"ツシマヤマネコ","天然記念物","長崎県",71/05/19
"ヒシクイ","天然記念物","５道県",71/06/28
"マガン","天然記念物","５道県",71/06/28
"ツシマテン","天然記念物","長崎県",71/06/28
"ケナガネズミ","天然記念物","鹿児島県・沖縄県",72/05/15
"トゲネズミ","天然記念物","鹿児島県・沖縄県",72/05/15
"ノグチゲラ","特別天然記念物","沖縄県",72/05/15
"イリオモテヤマネコ","特別天然記念物","沖縄県",72/05/15
"セマルハコガメ","天然記念物","沖縄県",72/05/15
"リュウキュウキンバト","天然記念物","沖縄県",72/05/15
"ジュゴン","天然記念物","沖縄県",72/05/15
"カンムリワシ","特別天然記念物","沖縄県",72/05/15
"岩国のシロヘビ","天然記念物","山口県",72/08/04
"ダイトウオオコウモリ","天然記念物","沖縄県",73/06/02
"イタセンパラ","天然記念物","大阪府・愛知県・岐阜県",74/06/25
"ミヤコタナゴ","天然記念物","栃木県・埼玉県・千葉県",74/06/25
"ヒメチャマダラセセリ","天然記念物","北海道",75/02/13
"ゴイシツバメシジミ","天然記念物","熊本県",75/02/13
"アカコッコ","天然記念物","東京都・鹿児島県",75/02/13
"エラブオオコウモリ","天然記念物","鹿児島県",75/02/13
"ヤマネ","天然記念物","全国",75/06/26
"カンムリウミスズメ","天然記念物","５都県",75/06/26
"イイジマムシクイ","天然記念物","東京都・鹿児島県・沖縄県",75/06/26
"キシノウエトカゲ","天然記念物","沖縄県",75/06/26
"リュウキュウヤマガメ","天然記念物","沖縄県",75/06/26
"アユモドキ","天然記念物","滋賀県・岡山県",77/07/02
